customer_id,age,gender,income,region,tenure_years,received_campaign,spend_last_month,channel,product_category,responded,spend_this_month,is_high_value,days_since_last_purchase,credit_score,customer_segment
CUST00040,69,Female,97146,West,10.6,1,26.71,Email,Savings,1,103.75,1,326,701,1
CUST00041,20,Female,79870,West,2.9,0,767.51,Phone,Savings,0,767.51,0,221,721,0
CUST00042,54,Female,67240,South,13.4,0,121.24,Email,Loans,0,121.24,0,167,724,3
CUST00043,68,Female,65338,South,3.4,0,345.39,Phone,Credit Card,0,345.39,0,171,712,3
CUST00044,24,Male,80962,East,5.9,0,292.76,SMS,Credit Card,0,292.76,0,223,697,0
CUST00045,38,Female,74555,East,0.4,0,250.14,Email,Insurance,0,250.14,0,167,674,0
CUST00046,26,Female,37020,East,6.8,1,351.31,SMS,Savings,1,487.76,0,85,750,2
CUST00047,56,Female,81447,North,2.1,0,21.18,Phone,Insurance,0,21.18,0,115,678,0
CUST00048,35,Female,52788,West,2.2,1,226.95,Email,Credit Card,0,226.95,0,300,778,3
CUST00049,21,Male,41661,North,0.6,1,61.8,Email,Loans,0,61.8,0,353,707,2
CUST00050,42,Male,36633,South,0.8,0,308.24,App Notification,Loans,0,308.24,0,50,702,2
CUST00051,31,Female,65677,West,1.0,1,628.7,SMS,Loans,0,628.7,0,318,737,3
CUST00052,67,Female,49669,South,2.0,1,463.52,Email,Loans,0,463.52,0,218,667,2
CUST00053,26,Female,23472,North,11.1,0,24.42,Email,Savings,0,24.42,0,259,728,2
CUST00054,43,Male,62830,East,2.3,0,92.27,Email,Loans,0,92.27,0,136,705,3
CUST00055,19,Male,60188,West,6.4,1,90.61,SMS,Savings,0,90.61,0,304,720,3
CUST00056,37,Female,67001,West,0.4,1,26.09,SMS,Insurance,1,100.46,0,96,665,3
CUST00057,45,Female,57422,South,4.5,0,20.66,SMS,Insurance,0,20.66,0,169,665,3
CUST00058,64,Female,106586,North,3.3,0,97.19,Email,Loans,0,97.19,0,313,608,1
CUST00059,24,Male,80346,West,19.1,0,967.46,App Notification,Loans,0,967.46,0,225,677,0
CUST00060,61,Female,60007,East,9.4,0,168.3,SMS,Savings,0,168.3,0,341,674,3
CUST00061,25,Male,68727,West,3.0,0,194.46,SMS,Savings,0,194.46,0,346,666,3
CUST00062,64,Female,98292,South,7.5,1,127.36,Email,Credit Card,0,127.36,1,334,694,1
CUST00063,52,Male,89132,South,1.1,1,217.14,Phone,Loans,1,355.59,0,284,703,0
CUST00064,31,Male,42075,East,4.1,0,627.75,Phone,Insurance,0,627.75,0,348,724,2
CUST00065,34,Female,50514,East,0.4,1,177.69,Email,Credit Card,0,177.69,0,341,728,3
CUST00066,53,Female,54363,North,2.1,0,13.45,Email,Insurance,0,13.45,0,187,732,3
CUST00067,67,Male,61206,North,1.3,0,135.81,Phone,Insurance,0,135.81,0,294,734,3
CUST00068,57,Female,58091,East,6.3,1,985.39,SMS,Savings,0,985.39,0,321,713,3
CUST00069,21,Male,70680,North,3.4,0,98.01,Phone,Insurance,0,98.01,0,282,702,0
CUST00070,19,Male,84714,South,7.0,0,180.22,SMS,Loans,0,180.22,0,243,746,0
CUST00071,23,Male,88053,South,3.6,1,22.55,SMS,Insurance,0,22.55,0,27,734,0
CUST00072,59,Male,63464,West,0.5,0,30.44,Phone,Loans,0,30.44,0,151,625,3
CUST00073,21,Female,37306,South,6.6,1,415.38,SMS,Insurance,0,415.38,0,199,691,2
CUST00074,46,Male,49191,East,9.0,0,71.43,SMS,Credit Card,0,71.43,0,278,609,2
CUST00075,35,Female,59604,North,11.7,0,72.9,App Notification,Savings,0,72.9,0,227,608,3
CUST00076,43,Female,45099,East,4.2,1,97.95,Phone,Credit Card,0,97.95,0,196,674,2
CUST00077,61,Male,92817,North,7.0,1,679.11,Phone,Savings,0,679.11,1,221,693,1
CUST00078,51,Female,46409,West,7.0,0,17.63,SMS,Credit Card,0,17.63,0,357,678,2
CUST00079,27,Male,82341,East,0.8,1,341.59,SMS,Loans,0,341.59,0,228,611,0
CUST00080,53,Female,36362,West,0.9,1,83.58,Email,Insurance,0,83.58,0,67,738,2
CUST00081,31,Male,83144,East,0.4,1,378.72,Email,Insurance,0,378.72,0,325,664,0
CUST00082,48,Male,67214,East,1.9,0,959.65,Email,Loans,0,959.65,0,338,724,3
CUST00083,65,Male,100250,West,3.2,1,85.75,Email,Loans,0,85.75,0,98,666,1
CUST00084,32,Male,47368,West,30.8,1,27.7,SMS,Loans,0,27.7,0,15,675,2
CUST00085,25,Male,58717,East,2.8,1,31.18,SMS,Credit Card,0,31.18,0,114,721,3
CUST00086,31,Female,62591,South,6.5,0,284.38,Phone,Insurance,0,284.38,0,104,682,3
CUST00087,40,Female,66949,East,5.9,0,31.31,Email,Loans,0,31.31,0,307,708,3
CUST00088,57,Female,63080,North,1.1,1,60.33,SMS,Insurance,0,60.33,0,193,713,3
CUST00089,38,Female,63466,South,0.3,0,45.73,App Notification,Loans,0,45.73,0,214,628,3
CUST00090,33,Male,63138,North,3.9,1,87.91,App Notification,Loans,0,87.91,0,145,723,3
CUST00091,62,Male,28576,South,6.0,1,15.46,Phone,Loans,0,15.46,0,97,653,2
CUST00092,35,Male,89866,West,31.7,1,388.62,Phone,Loans,1,547.78,0,52,644,1
CUST00093,64,Male,127222,West,2.2,0,393.43,Phone,Credit Card,0,393.43,0,58,663,1
CUST00094,41,Female,75965,West,11.3,0,106.52,Email,Loans,0,106.52,0,209,740,0
CUST00095,43,Female,47284,East,2.4,1,189.4,SMS,Insurance,0,189.4,0,185,619,2
CUST00096,42,Male,49309,East,5.8,1,205.42,Email,Credit Card,0,205.42,0,166,732,2
CUST00097,62,Male,82263,East,4.6,1,276.67,App Notification,Insurance,0,276.67,0,69,716,0
CUST00098,58,Female,77709,South,0.3,1,147.08,SMS,Loans,0,147.08,0,123,703,0
CUST00099,46,Female,64314,West,0.4,0,142.81,Phone,Loans,0,142.81,0,37,712,3
CUST00100,32,Male,85068,East,0.1,1,199.56,App Notification,Insurance,0,199.56,0,235,685,0
CUST00101,62,Female,28722,East,2.3,1,242.84,SMS,Savings,1,278.31,0,75,734,2
CUST00102,18,Female,85081,East,6.8,1,85.14,App Notification,Loans,0,85.14,0,108,678,0
CUST00103,42,Male,74755,West,0.9,1,80.21,Phone,Loans,0,80.21,0,291,618,0
CUST00104,24,Male,50081,South,4.7,0,62.87,Phone,Credit Card,1,112.42,0,295,696,2
CUST00105,26,Female,41333,South,1.7,0,159.19,SMS,Insurance,0,159.19,0,174,740,2
CUST00106,41,Female,72426,West,8.0,0,89.31,Phone,Loans,0,89.31,0,118,724,0
CUST00107,18,Female,98144,East,8.0,0,155.44,Email,Insurance,0,155.44,1,144,790,1
CUST00108,61,Male,65438,West,7.5,0,104.17,App Notification,Credit Card,0,104.17,0,344,687,3
CUST00109,25,Male,52946,South,3.7,1,362.48,Email,Insurance,0,362.48,0,159,691,3
CUST00110,41,Female,73825,South,1.7,0,15.19,Phone,Insurance,0,15.19,0,270,688,0
CUST00111,28,Female,106417,West,8.3,1,169.82,Email,Credit Card,0,169.82,1,241,661,1
CUST00112,68,Male,78625,South,1.0,0,171.43,SMS,Loans,0,171.43,0,47,676,0
CUST00113,34,Female,80788,East,1.7,0,96.81,Phone,Insurance,0,96.81,0,363,648,0
CUST00114,25,Female,94455,South,1.0,0,109.3,SMS,Savings,0,109.3,0,333,585,1
CUST00115,52,Female,79451,South,5.6,0,322.02,Email,Loans,0,322.02,0,102,670,0
CUST00116,52,Female,54380,East,5.8,1,65.89,SMS,Credit Card,0,65.89,0,273,701,3
CUST00117,50,Female,35108,North,5.3,0,410.22,SMS,Loans,0,410.22,0,124,731,2
CUST00118,22,Male,51566,West,2.7,0,453.33,App Notification,Savings,0,453.33,0,184,671,3
CUST00119,59,Female,47905,West,0.5,1,210.32,Email,Loans,0,210.32,0,164,671,2
CUST00120,56,Male,83186,North,12.1,0,296.44,SMS,Credit Card,0,296.44,0,170,751,0
CUST00121,58,Female,85966,East,3.5,0,189.84,Email,Savings,0,189.84,0,82,633,0
CUST00122,45,Male,73511,East,2.6,0,149.0,App Notification,Loans,0,149.0,0,147,691,0
CUST00123,24,Female,44626,North,4.4,0,680.31,Email,Loans,1,777.83,0,135,747,2
CUST00124,26,Male,105731,South,1.1,0,66.44,Email,Loans,0,66.44,0,311,664,1
CUST00125,25,Male,61675,South,0.7,0,33.48,App Notification,Loans,0,33.48,0,158,623,3
CUST00126,29,Male,82069,East,2.6,1,67.79,Email,Loans,0,67.79,0,332,785,0
CUST00127,51,Male,70986,East,1.3,1,190.71,Email,Insurance,0,190.71,0,203,739,0
CUST00128,50,Female,74173,East,1.4,0,40.96,Email,Credit Card,0,40.96,0,120,741,0
CUST00129,65,Female,81363,West,11.2,0,478.97,App Notification,Insurance,0,478.97,0,29,695,0
CUST00130,40,Female,56079,West,3.8,0,105.87,Phone,Loans,0,105.87,0,162,732,3
CUST00131,41,Male,96108,East,3.3,1,379.37,SMS,Credit Card,0,379.37,0,162,575,1
CUST00132,54,Male,38409,West,5.8,0,57.33,Phone,Credit Card,0,57.33,0,342,678,2
CUST00133,52,Male,49228,South,15.1,1,75.13,SMS,Credit Card,1,165.58,0,2,747,2
CUST00134,61,Male,95848,West,0.6,1,12.21,Email,Savings,0,12.21,0,47,630,1
CUST00135,57,Female,81800,East,9.0,0,59.62,Email,Loans,0,59.62,0,100,683,0
CUST00136,39,Male,120807,West,4.4,1,134.79,App Notification,Loans,1,226.95,0,224,715,1
CUST00137,44,Male,71367,East,0.8,0,584.26,SMS,Credit Card,0,584.26,0,57,660,0
CUST00138,52,Male,104008,North,1.8,0,98.5,App Notification,Savings,0,98.5,0,122,700,1
CUST00139,18,Male,32850,East,3.3,0,204.19,SMS,Savings,0,204.19,0,145,719,2
CUST00140,52,Female,41729,South,5.9,0,111.62,Email,Loans,0,111.62,0,354,715,2
CUST00141,54,Female,87910,East,1.4,1,9.58,Phone,Insurance,0,9.58,0,154,679,0
CUST00142,64,Male,35192,South,3.8,1,140.05,SMS,Savings,0,140.05,0,138,658,2
CUST00143,31,Male,66052,West,5.8,0,13.64,Email,Loans,0,13.64,0,39,719,3
CUST00144,20,Male,93344,East,3.0,1,430.32,Email,Savings,0,430.32,0,265,716,1
CUST00145,18,Male,80023,East,9.9,0,279.7,Email,Loans,0,279.7,0,281,714,0
CUST00146,22,Male,70221,North,10.2,0,95.17,SMS,Credit Card,0,95.17,0,148,705,0
CUST00147,43,Female,61017,East,3.2,0,204.45,Phone,Insurance,0,204.45,0,15,717,3
CUST00148,31,Female,74044,West,18.0,1,23.76,Email,Savings,0,23.76,0,232,743,0
CUST00149,56,Female,81544,West,0.4,1,242.51,App Notification,Savings,1,225.68,0,113,715,0
CUST00150,44,Male,56782,South,0.0,1,346.02,Phone,Savings,0,346.02,0,347,704,3
CUST00151,26,Male,77434,East,2.4,1,344.91,SMS,Loans,0,344.91,0,139,673,0
CUST00152,32,Female,91568,North,4.6,0,66.89,Email,Loans,0,66.89,0,144,769,1
CUST00153,32,Female,65550,East,5.0,0,61.24,Phone,Credit Card,0,61.24,0,152,643,3
CUST00154,43,Female,71362,North,3.2,1,147.38,Email,Savings,0,147.38,0,242,689,0
CUST00155,59,Male,79675,East,0.7,1,686.98,Phone,Insurance,0,686.98,0,148,674,0
CUST00156,30,Female,81026,East,0.9,0,506.46,Phone,Loans,0,506.46,0,264,608,0
CUST00157,68,Male,87569,South,9.6,1,89.14,SMS,Loans,0,89.14,0,271,717,0
CUST00158,49,Female,49712,East,10.1,0,302.67,SMS,Loans,0,302.67,0,77,689,2
CUST00159,56,Female,59421,West,5.6,0,508.47,Phone,Loans,0,508.47,0,78,701,3
CUST00160,66,Female,60162,North,5.5,1,60.47,Phone,Credit Card,0,60.47,0,303,691,3
CUST00161,69,Male,51921,West,4.6,1,354.74,Email,Savings,0,354.74,0,216,737,3
CUST00162,49,Female,34031,North,1.1,0,62.37,SMS,Savings,0,62.37,0,119,744,2
CUST00163,21,Male,15000,North,2.8,0,84.1,Email,Loans,0,84.1,0,229,644,2
CUST00164,47,Male,93909,North,6.0,0,44.33,Phone,Loans,0,44.33,1,152,788,1
CUST00165,54,Male,38922,West,3.9,1,141.48,Phone,Credit Card,0,141.48,0,303,687,2
CUST00166,40,Female,101330,South,0.1,1,370.7,App Notification,Insurance,0,370.7,0,18,729,1
CUST00167,56,Male,84788,West,15.3,1,150.18,SMS,Savings,0,150.18,0,170,709,0
CUST00168,62,Male,61886,East,9.3,0,26.35,Phone,Savings,0,26.35,0,96,705,3
CUST00169,32,Female,82328,North,1.5,1,58.01,Email,Credit Card,1,227.51,0,165,727,0
CUST00170,60,Male,78502,East,4.8,1,165.5,SMS,Loans,0,165.5,0,33,765,0
CUST00171,46,Female,47964,North,12.8,0,175.02,SMS,Credit Card,0,175.02,0,240,738,2
CUST00172,53,Male,69700,West,0.5,0,172.03,Email,Loans,0,172.03,0,348,687,3
CUST00173,30,Male,50403,North,3.5,0,16.03,SMS,Savings,0,16.03,0,273,695,3
CUST00174,49,Female,83082,South,3.0,0,280.24,Email,Loans,0,280.24,0,46,671,0
CUST00175,24,Male,55695,West,2.6,1,480.32,Email,Loans,0,480.32,0,79,735,3
CUST00176,68,Male,68067,West,9.0,1,142.88,SMS,Loans,1,292.06,0,351,729,3
CUST00177,39,Female,67204,South,2.4,1,253.76,Phone,Loans,0,253.76,0,162,682,3
CUST00178,45,Female,72431,West,0.3,0,490.72,App Notification,Loans,0,490.72,0,259,766,0
CUST00179,19,Female,103251,North,0.3,1,205.79,Phone,Loans,0,205.79,0,56,753,1
CUST00180,59,Male,65180,West,0.2,0,224.37,Phone,Loans,0,224.37,0,140,791,3
CUST00181,62,Male,94358,East,2.6,0,255.6,App Notification,Loans,0,255.6,0,26,660,1
CUST00182,23,Female,79599,North,6.3,1,60.36,SMS,Credit Card,1,121.33,0,152,694,0
CUST00183,45,Female,98368,South,1.1,0,174.78,SMS,Insurance,0,174.78,0,316,690,1
CUST00184,45,Female,63231,North,5.2,1,369.25,SMS,Loans,0,369.25,0,58,830,3
CUST00185,61,Female,83922,South,5.8,1,70.24,Email,Credit Card,0,70.24,0,226,700,0
CUST00186,61,Female,68814,North,1.5,1,454.94,SMS,Loans,0,454.94,0,264,763,3
CUST00187,37,Female,15000,East,4.6,0,193.72,SMS,Loans,0,193.72,0,251,751,2
CUST00188,47,Male,48203,East,5.8,1,110.04,Phone,Insurance,0,110.04,0,204,695,2
CUST00189,28,Female,81647,North,3.1,1,195.2,Email,Loans,0,195.2,0,26,702,0
CUST00190,45,Male,80325,East,2.1,1,102.79,App Notification,Savings,0,102.79,0,49,726,0
CUST00191,42,Male,44100,East,4.8,1,364.08,SMS,Savings,0,364.08,0,299,762,2
CUST00192,56,Female,74407,West,19.0,1,131.68,App Notification,Credit Card,0,131.68,0,211,691,0
CUST00193,50,Female,80065,East,2.8,0,462.96,Phone,Insurance,0,462.96,0,21,674,0
CUST00194,18,Male,69306,East,2.5,1,142.59,Email,Credit Card,0,142.59,0,355,746,3
CUST00195,44,Male,84576,South,3.1,1,215.98,Phone,Loans,0,215.98,0,89,642,0
CUST00196,69,Male,81851,South,0.4,1,1218.87,SMS,Insurance,0,1218.87,0,277,712,0
CUST00197,30,Female,69297,North,4.0,1,31.79,Email,Credit Card,0,31.79,0,14,753,3
CUST00198,58,Female,59783,South,2.0,0,266.91,Phone,Loans,0,266.91,0,136,721,3
CUST00199,20,Male,90850,North,0.6,0,29.9,Email,Loans,0,29.9,0,7,671,1
CUST00200,56,Male,79263,East,3.1,1,365.1,SMS,Loans,1,379.39,0,228,649,0
CUST00201,23,Female,42371,South,0.0,0,181.49,Phone,Credit Card,0,181.49,0,99,759,2
CUST00202,25,Male,74417,East,2.6,0,556.64,Email,Insurance,0,556.64,0,187,691,0
CUST00203,44,Female,46979,North,0.6,0,401.92,SMS,Insurance,0,401.92,0,130,654,2
CUST00204,26,Female,50708,West,0.1,0,15.56,Phone,Loans,0,15.56,0,325,756,3
CUST00205,54,Male,56961,West,8.7,1,29.54,Email,Credit Card,0,29.54,0,172,740,3
CUST00206,50,Female,70897,North,12.4,1,183.84,Email,Loans,0,183.84,0,66,647,0
CUST00207,68,Male,77489,South,1.2,0,146.09,Phone,Savings,0,146.09,0,18,825,0
CUST00208,59,Male,61821,East,3.9,0,36.92,SMS,Loans,0,36.92,0,207,672,3
CUST00209,61,Female,62696,North,1.6,0,27.71,SMS,Savings,0,27.71,0,144,739,3
CUST00210,41,Male,59935,South,3.4,0,166.02,SMS,Savings,0,166.02,0,268,799,3
CUST00211,32,Other,90950,South,2.9,0,10.03,App Notification,Loans,0,10.03,0,364,744,1
CUST00212,49,Female,15000,West,1.6,1,413.87,SMS,Loans,1,536.44,0,316,712,2
CUST00213,49,Male,63826,West,6.0,0,329.1,Phone,Loans,0,329.1,0,310,628,3
CUST00214,41,Male,100899,East,0.7,1,307.77,Email,Loans,0,307.77,0,40,802,1
CUST00215,58,Male,80344,East,0.3,1,3.23,App Notification,Loans,0,3.23,0,171,743,0
CUST00216,69,Male,95336,West,7.3,1,9.76,App Notification,Loans,0,9.76,1,150,629,1
CUST00217,66,Male,29315,West,5.5,0,159.63,App Notification,Loans,0,159.63,0,4,777,2
CUST00218,66,Male,45155,East,3.5,1,1037.92,Phone,Loans,0,1037.92,0,277,703,2
CUST00219,69,Male,80280,North,3.2,0,83.81,App Notification,Savings,0,83.81,0,170,686,0
CUST00220,29,Female,101012,North,3.4,0,84.43,SMS,Savings,0,84.43,0,347,671,1
CUST00221,56,Female,47175,East,2.9,0,28.84,SMS,Loans,0,28.84,0,297,708,2
CUST00222,19,Female,62244,East,2.5,1,224.38,Phone,Insurance,0,224.38,0,96,740,3
CUST00223,20,Male,78029,North,3.5,0,208.07,SMS,Loans,0,208.07,0,36,675,0
CUST00224,66,Male,40950,North,3.8,1,21.37,Email,Credit Card,1,216.99,0,122,706,2
CUST00225,54,Female,80433,West,5.9,1,126.0,Phone,Loans,0,126.0,0,273,850,0
CUST00226,66,Female,16486,West,6.2,1,219.97,Phone,Loans,0,219.97,0,182,723,2
CUST00227,34,Male,79844,South,2.4,1,136.05,SMS,Loans,0,136.05,0,347,748,0
CUST00228,66,Female,50098,West,2.7,0,224.39,Phone,Loans,0,224.39,0,358,652,2
CUST00229,19,Female,61048,East,2.3,0,338.86,SMS,Loans,0,338.86,0,62,632,3
CUST00230,19,Female,83037,West,3.8,0,231.55,Phone,Insurance,0,231.55,0,118,773,0
CUST00231,45,Male,78945,South,3.0,1,191.48,Phone,Loans,0,191.48,0,340,758,0
CUST00232,40,Female,69840,North,11.0,1,384.27,Phone,Credit Card,0,384.27,0,252,785,3
CUST00233,54,Female,89380,South,6.0,1,461.7,Email,Savings,1,631.61,0,313,696,0
CUST00234,49,Female,35996,South,11.4,0,98.49,Email,Credit Card,0,98.49,0,99,762,2
CUST00235,50,Female,74088,East,6.2,1,38.05,Phone,Insurance,1,178.92,0,289,572,0
CUST00236,18,Female,54196,North,17.7,1,340.6,Email,Loans,0,340.6,0,251,727,3
CUST00237,36,Female,88360,East,5.0,1,48.1,Email,Loans,0,48.1,0,26,751,0
CUST00238,19,Male,83741,South,16.6,1,528.88,Phone,Savings,0,528.88,0,88,665,0
CUST00239,61,Female,84466,North,0.9,0,4.63,SMS,Insurance,0,4.63,0,280,752,0
CUST00240,43,Female,102907,East,0.3,0,508.35,Email,Credit Card,0,508.35,0,287,691,1
CUST00241,49,Female,92526,East,4.3,0,177.92,Phone,Loans,0,177.92,0,283,696,1
CUST00242,23,Male,66851,South,20.5,1,298.1,App Notification,Insurance,0,298.1,0,49,687,3
CUST00243,49,Male,69974,West,2.7,1,101.66,Email,Insurance,1,219.73,0,73,779,3
CUST00244,21,Female,82018,East,1.2,0,958.69,App Notification,Loans,0,958.69,0,194,677,0
CUST00245,28,Female,72723,East,3.7,0,51.64,App Notification,Loans,0,51.64,0,198,671,0
CUST00246,34,Female,84103,West,5.2,0,61.4,Phone,Loans,0,61.4,0,153,657,0
CUST00247,55,Female,25393,North,1.9,1,10.56,Phone,Credit Card,0,10.56,0,16,681,2
CUST00248,41,Female,107616,East,6.3,0,564.27,Email,Loans,0,564.27,1,109,709,1
CUST00249,22,Female,71220,West,18.5,0,121.77,SMS,Insurance,0,121.77,0,87,731,0
CUST00250,69,Female,37550,North,11.4,0,224.7,App Notification,Insurance,0,224.7,0,121,662,2
CUST00251,51,Female,51724,South,1.7,0,232.59,Phone,Insurance,0,232.59,0,197,718,3
CUST00252,23,Female,27413,West,2.0,1,415.09,App Notification,Savings,0,415.09,0,145,730,2
CUST00253,39,Male,48195,South,2.3,1,218.68,Phone,Savings,0,218.68,0,9,653,2
CUST00254,28,Male,67155,South,2.5,0,165.12,SMS,Credit Card,0,165.12,0,346,703,3
CUST00255,65,Female,100294,East,0.5,1,247.79,Phone,Loans,0,247.79,0,269,695,1
CUST00256,33,Male,78213,North,7.2,0,278.04,App Notification,Insurance,0,278.04,0,240,703,0
CUST00257,50,Male,74657,North,2.3,1,41.14,Email,Loans,0,41.14,0,18,673,0
CUST00258,26,Male,47297,West,10.6,0,23.23,SMS,Insurance,0,23.23,0,101,693,2
CUST00259,23,Male,53510,West,13.1,0,15.56,Email,Savings,0,15.56,0,45,701,3
CUST00260,33,Male,55061,South,0.1,1,93.7,SMS,Insurance,0,93.7,0,288,793,3
CUST00261,46,Male,55877,East,22.3,0,137.83,Phone,Credit Card,0,137.83,0,7,702,3
CUST00262,20,Female,62969,West,6.2,0,191.24,Email,Loans,0,191.24,0,276,766,3
CUST00263,37,Female,64479,West,3.7,1,634.18,SMS,Insurance,0,634.18,0,237,770,3
CUST00264,53,Male,63218,South,2.5,1,80.33,Phone,Credit Card,0,80.33,0,190,634,3
CUST00265,36,Male,56573,North,3.7,0,286.15,App Notification,Savings,0,286.15,0,14,685,3
CUST00266,43,Female,72701,South,2.0,1,151.58,App Notification,Savings,0,151.58,0,265,770,0
CUST00267,20,Male,63711,West,4.9,1,49.72,Phone,Loans,0,49.72,0,356,709,3
CUST00268,36,Female,38088,West,0.5,1,191.06,Phone,Loans,1,298.8,0,177,694,2
CUST00269,37,Female,70687,West,4.9,1,683.32,SMS,Loans,0,683.32,0,90,737,0
CUST00270,49,Female,67664,West,1.6,1,26.55,Phone,Insurance,0,26.55,0,93,753,3
CUST00271,24,Male,38407,East,0.1,0,141.56,SMS,Savings,0,141.56,0,16,698,2
CUST00272,69,Female,58173,South,4.0,0,10.6,App Notification,Credit Card,0,10.6,0,223,686,3
CUST00273,58,Male,81941,West,4.3,0,77.49,Email,Loans,0,77.49,0,152,581,0
CUST00274,50,Female,47271,West,2.8,0,193.83,SMS,Loans,0,193.83,0,136,702,2
CUST00275,57,Female,45156,East,0.4,1,367.84,Email,Insurance,0,367.84,0,218,680,2
CUST00276,56,Male,63502,North,11.2,0,262.11,App Notification,Insurance,0,262.11,0,335,649,3
CUST00277,35,Male,82458,West,4.7,0,124.3,App Notification,Savings,0,124.3,0,250,689,0
CUST00278,57,Male,106206,South,0.6,0,479.87,SMS,Credit Card,0,479.87,0,138,679,1
CUST00279,18,Female,83178,South,3.6,0,72.11,Phone,Credit Card,0,72.11,0,24,708,0
CUST00280,28,Male,91696,East,3.4,1,280.47,App Notification,Loans,0,280.47,0,241,686,1
CUST00281,45,Female,76933,East,0.3,0,128.49,SMS,Insurance,0,128.49,0,136,722,0
CUST00282,42,Male,56297,North,4.7,1,457.81,Email,Savings,0,457.81,0,1,708,3
CUST00283,67,Female,83034,West,8.3,0,319.34,App Notification,Credit Card,0,319.34,0,245,763,0
CUST00284,40,Female,68287,South,6.9,1,463.48,Phone,Insurance,0,463.48,0,330,673,3
CUST00285,48,Female,77540,North,1.1,1,48.22,SMS,Credit Card,0,48.22,0,111,788,0
