customer_id,age,gender,income,region,tenure_years,received_campaign,spend_last_month,channel,product_category,responded,spend_this_month,is_high_value,days_since_last_purchase,credit_score,customer_segment
CUST00029,61,Male,77192,North,3.7,1,48.01,Email,Insurance,0,48.01,0,149,692,0
CUST00030,42,Male,71658,West,1.2,1,153.66,Phone,Loans,0,153.66,0,5,681,0
CUST00031,66,Male,99645,South,6.3,0,222.31,Email,None,0,222.31,1,246,818,1
CUST00032,44,Male,49350,East,0.4,1,258.26,Phone,Credit Card,1,341.99,0,164,785,2
CUST00033,59,Male,66954,East,4.3,0,280.69,App Notification,None,0,280.69,0,250,717,3
CUST00034,45,Female,57186,North,4.2,0,7.51,SMS,Savings,0,7.51,0,135,762,3
CUST00035,33,Female,70896,West,12.3,0,100.1,Phone,Loans,1,229.95,0,184,781,0
CUST00036,32,Female,80665,North,3.7,1,297.41,SMS,Insurance,1,425.72,0,287,689,0
CUST00037,64,Male,56963,East,0.7,0,470.46,Phone,Loans,1,570.16,0,212,748,3
CUST00038,68,Female,62717,North,4.3,1,184.36,App Notification,Credit Card,0,184.36,0,25,709,3
CUST00039,61,Female,89320,West,0.5,0,10.74,SMS,Savings,0,10.74,0,358,710,0
CUST00040,69,Female,97146,South,1.1,0,101.05,App Notification,Loans,0,101.05,0,184,740,1
CUST00041,20,Female,79870,East,0.2,1,15.43,Email,Loans,0,15.43,0,217,788,0
CUST00042,54,Female,67240,West,3.6,1,276.09,SMS,Loans,0,276.09,0,337,728,3
CUST00043,68,Female,65338,North,0.4,0,13.12,Phone,Insurance,0,13.12,0,335,747,3
CUST00044,24,Male,80962,East,3.2,0,41.09,SMS,Savings,0,41.09,0,162,747,0
CUST00045,38,Female,74555,North,13.5,1,107.9,Email,Insurance,1,211.24,0,172,767,0
CUST00046,26,Female,37020,North,6.4,0,124.22,Email,Loans,0,124.22,0,363,730,2
CUST00047,56,Female,81447,South,0.4,1,104.34,Phone,Insurance,1,217.39,0,7,713,0
CUST00048,35,Female,52788,North,1.3,0,124.5,App Notification,Insurance,0,124.5,0,103,684,3
CUST00049,21,Male,41661,North,5.6,0,249.82,SMS,Credit Card,0,249.82,0,307,734,2
CUST00050,42,Male,36633,West,11.3,0,92.18,App Notification,None,0,92.18,0,153,682,2
CUST00051,31,Female,65677,North,0.2,1,158.7,App Notification,None,0,158.7,0,238,706,3
CUST00052,67,Female,49669,South,8.4,1,72.3,Phone,Credit Card,1,139.51,0,170,650,2
CUST00053,26,Female,23472,North,4.1,0,87.28,SMS,Credit Card,0,87.28,0,311,808,2
CUST00054,43,Male,62830,North,3.9,1,190.28,Email,Insurance,0,190.28,0,294,647,3
CUST00055,19,Male,60188,North,15.8,1,134.86,Phone,Insurance,0,134.86,0,56,730,3
CUST00056,37,Female,67001,East,6.9,1,256.77,App Notification,Savings,0,256.77,0,92,663,3
CUST00057,45,Female,57422,South,9.5,0,164.44,Email,None,0,164.44,0,162,633,3
CUST00058,64,Female,106586,East,2.2,0,325.49,App Notification,Insurance,0,325.49,0,157,726,1
CUST00059,24,Male,80346,South,4.0,1,117.18,SMS,Savings,0,117.18,0,176,777,0
CUST00060,61,Female,60007,South,4.8,0,135.07,App Notification,None,0,135.07,0,72,664,3
CUST00061,25,Male,68727,West,1.9,0,221.72,Email,Savings,0,221.72,0,77,732,3
CUST00062,64,Female,98292,East,4.2,1,50.01,SMS,Savings,0,50.01,0,46,792,1
CUST00063,52,Male,89132,South,1.4,0,97.53,Phone,Credit Card,1,203.81,0,293,817,0
CUST00064,31,Male,42075,South,0.8,0,196.08,App Notification,Loans,0,196.08,0,247,688,2
CUST00065,34,Female,50514,West,2.3,0,5.86,SMS,Loans,0,5.86,0,3,700,3
CUST00066,53,Female,54363,East,6.7,1,114.88,SMS,Loans,0,114.88,0,334,709,3
CUST00067,67,Male,61206,North,12.4,0,182.68,Phone,Savings,0,182.68,0,224,739,3
CUST00068,57,Female,58091,West,3.1,1,684.54,Phone,Insurance,0,684.54,0,249,694,3
CUST00069,21,Male,70680,South,5.1,1,419.14,Email,Loans,1,596.3,0,215,735,0
CUST00070,19,Male,84714,East,0.5,1,65.91,SMS,Insurance,0,65.91,0,77,700,0
CUST00071,23,Male,88053,South,11.7,0,141.53,SMS,None,0,141.53,0,231,665,0
CUST00072,59,Male,63464,West,4.2,0,11.61,Email,Loans,0,11.61,0,50,725,3
CUST00073,21,Female,37306,West,7.6,1,55.09,App Notification,Savings,0,55.09,0,149,674,2
CUST00074,46,Male,49191,East,7.9,0,298.2,SMS,Credit Card,0,298.2,0,107,653,2
CUST00075,35,Female,59604,West,1.5,1,26.32,SMS,Savings,1,89.93,0,186,703,3
CUST00076,43,Female,45099,West,3.8,0,59.6,App Notification,Insurance,0,59.6,0,287,662,2
CUST00077,61,Male,92817,North,16.2,1,576.63,Phone,None,1,583.02,1,7,685,1
CUST00078,51,Female,46409,South,0.5,0,347.29,Phone,Savings,0,347.29,0,313,752,2
CUST00079,27,Male,82341,North,5.7,1,304.49,Phone,Credit Card,1,432.03,0,292,673,0
CUST00080,53,Female,36362,North,16.4,0,399.84,Email,Credit Card,0,399.84,0,342,643,2
CUST00081,31,Male,83144,East,1.8,0,276.94,App Notification,None,0,276.94,0,280,732,0
CUST00082,48,Male,67214,West,9.9,1,25.7,Phone,Loans,0,25.7,0,24,758,3
CUST00083,65,Male,100250,South,13.6,1,145.37,Email,Savings,1,170.93,1,312,681,1
CUST00084,32,Male,47368,South,6.9,1,117.49,App Notification,Savings,0,117.49,0,213,770,2
CUST00085,25,Male,58717,South,1.3,1,74.55,Phone,Credit Card,0,74.55,0,189,731,3
CUST00086,31,Female,62591,West,2.0,1,359.2,SMS,Insurance,0,359.2,0,77,775,3
CUST00087,40,Female,66949,South,0.2,0,124.78,SMS,Savings,0,124.78,0,124,655,3
CUST00088,57,Female,63080,South,8.9,0,12.44,Phone,Credit Card,0,12.44,0,284,613,3
CUST00089,38,Female,63466,West,9.5,1,64.31,Phone,Insurance,0,64.31,0,160,729,3
CUST00090,33,Male,63138,East,5.0,0,51.92,Email,Loans,0,51.92,0,333,702,3
CUST00091,62,Male,28576,South,2.2,1,436.92,SMS,Loans,0,436.92,0,224,714,2
CUST00092,35,Male,89866,West,0.4,0,208.51,App Notification,Credit Card,0,208.51,0,246,724,1
CUST00093,64,Male,127222,North,7.0,0,164.37,Phone,Credit Card,0,164.37,1,78,780,1
CUST00094,41,Female,75965,West,6.5,0,141.31,App Notification,Loans,0,141.31,0,96,670,0
CUST00095,43,Female,47284,North,12.2,1,210.03,Phone,Credit Card,0,210.03,0,45,787,2
CUST00096,42,Male,49309,West,6.6,1,281.2,SMS,None,0,281.2,0,69,677,2
CUST00097,62,Male,82263,South,8.8,0,161.66,Phone,Savings,0,161.66,0,99,726,0
CUST00098,58,Female,77709,East,6.9,0,557.05,App Notification,None,0,557.05,0,68,721,0
CUST00099,46,Female,64314,East,5.0,1,753.02,SMS,Insurance,0,753.02,0,78,662,3
CUST00100,32,Male,85068,South,2.8,0,1073.85,Phone,Credit Card,0,1073.85,0,146,724,0
CUST00101,62,Female,28722,North,11.6,1,221.36,SMS,Credit Card,0,221.36,0,75,652,2
CUST00102,18,Female,85081,West,5.3,1,539.48,Email,Insurance,0,539.48,0,339,604,0
CUST00103,42,Male,74755,South,2.5,1,103.66,App Notification,Savings,0,103.66,0,2,750,0
CUST00104,24,Male,50081,West,0.4,1,392.64,Phone,Loans,0,392.64,0,157,753,2
CUST00105,26,Female,41333,South,1.7,0,479.76,Phone,None,0,479.76,0,87,629,2
CUST00106,41,Female,72426,South,3.9,1,468.97,Phone,Savings,0,468.97,0,250,688,0
CUST00107,18,Female,98144,West,1.6,1,355.39,App Notification,Loans,0,355.39,0,48,645,1
CUST00108,61,Male,65438,East,1.3,1,104.38,Email,Loans,0,104.38,0,254,732,3
CUST00109,25,Male,52946,East,3.7,0,34.61,App Notification,Credit Card,0,34.61,0,65,756,3
CUST00110,41,Female,73825,North,0.9,1,81.28,Phone,Insurance,0,81.28,0,42,656,0
CUST00111,28,Female,106417,West,8.1,1,291.59,App Notification,Credit Card,0,291.59,1,134,591,1
CUST00112,68,Male,78625,North,3.3,1,53.02,Phone,Insurance,0,53.02,0,315,725,0
CUST00113,34,Female,80788,South,4.3,0,130.12,App Notification,Credit Card,0,130.12,0,81,730,0
CUST00114,25,Female,94455,North,0.8,0,166.67,SMS,None,0,166.67,0,19,657,1
CUST00115,52,Female,79451,South,2.0,1,185.2,App Notification,Credit Card,0,185.2,0,364,675,0
CUST00116,52,Female,54380,West,2.6,1,548.92,Phone,None,0,548.92,0,180,661,3
CUST00117,50,Female,35108,West,8.3,0,216.64,Phone,Savings,0,216.64,0,317,700,2
CUST00118,22,Male,51566,West,7.4,1,308.64,App Notification,Savings,0,308.64,0,120,741,3
CUST00119,59,Female,47905,West,1.3,0,174.4,App Notification,Credit Card,0,174.4,0,335,720,2
CUST00120,56,Male,83186,North,4.8,0,358.65,SMS,Savings,0,358.65,0,19,727,0
CUST00121,58,Female,85966,South,1.4,0,61.21,Email,Loans,1,204.22,0,353,636,0
CUST00122,45,Male,73511,East,22.2,0,47.11,Email,None,0,47.11,0,70,672,0
CUST00123,24,Female,44626,West,15.2,0,521.6,SMS,Insurance,0,521.6,0,189,759,2
CUST00124,26,Male,105731,West,4.1,0,236.5,Email,None,0,236.5,0,94,640,1
CUST00125,25,Male,61675,South,6.0,0,222.66,Email,Credit Card,0,222.66,0,150,658,3
CUST00126,29,Male,82069,East,8.1,1,125.96,Phone,Savings,0,125.96,0,124,731,0
CUST00127,51,Male,70986,West,6.4,1,94.54,Phone,Savings,0,94.54,0,133,608,0
CUST00128,50,Female,74173,East,6.0,1,162.25,Phone,Loans,0,162.25,0,222,650,0
CUST00129,65,Female,81363,West,15.9,0,25.7,App Notification,Savings,0,25.7,0,67,739,0
CUST00130,40,Female,56079,North,4.5,0,121.29,App Notification,Credit Card,1,175.47,0,295,623,3
CUST00131,41,Male,96108,North,5.1,1,121.53,Email,Credit Card,0,121.53,1,231,661,1
CUST00132,54,Male,38409,East,9.5,1,154.58,App Notification,Insurance,0,154.58,0,156,730,2
CUST00133,52,Male,49228,South,5.5,0,201.4,Phone,None,0,201.4,0,150,644,2
CUST00134,61,Male,95848,South,6.6,0,630.8,App Notification,None,0,630.8,1,109,742,1
CUST00135,57,Female,81800,North,1.3,1,211.21,Email,None,0,211.21,0,307,713,0
CUST00136,39,Male,120807,South,2.3,1,430.36,Phone,Insurance,0,430.36,0,103,686,1
CUST00137,44,Male,71367,South,0.8,0,162.52,Email,Insurance,0,162.52,0,81,605,0
CUST00138,52,Male,104008,South,3.5,1,197.2,App Notification,Insurance,0,197.2,0,106,701,1
CUST00139,18,Male,32850,East,3.0,1,14.48,SMS,Loans,0,14.48,0,307,621,2
CUST00140,52,Female,41729,East,29.3,1,28.6,SMS,Insurance,0,28.6,0,28,613,2
CUST00141,54,Female,87910,South,4.7,0,173.34,Phone,Savings,0,173.34,0,250,719,0
CUST00142,64,Male,35192,North,7.7,1,100.74,Email,Loans,0,100.74,0,286,713,2
CUST00143,31,Male,66052,South,2.0,0,320.7,SMS,Savings,0,320.7,0,8,599,3
CUST00144,20,Male,93344,West,8.9,1,156.69,SMS,None,0,156.69,1,254,686,1
CUST00145,18,Male,80023,North,4.8,1,427.91,Phone,Credit Card,0,427.91,0,41,723,0
CUST00146,22,Male,70221,East,6.0,0,717.49,Phone,None,0,717.49,0,153,713,0
CUST00147,43,Female,61017,West,1.7,1,31.95,Email,Insurance,0,31.95,0,59,709,3
CUST00148,31,Female,74044,South,4.0,0,100.45,SMS,Credit Card,0,100.45,0,205,687,0
CUST00149,56,Female,81544,South,5.0,0,218.71,Email,None,0,218.71,0,290,753,0
CUST00150,44,Male,56782,North,4.4,0,72.91,Email,Loans,0,72.91,0,167,708,3
CUST00151,26,Male,77434,North,12.3,1,62.13,Phone,Insurance,0,62.13,0,327,756,0
CUST00152,32,Female,91568,South,11.4,0,336.12,Email,None,0,336.12,1,214,702,1
CUST00153,32,Female,65550,South,17.7,1,786.23,App Notification,Credit Card,0,786.23,0,225,643,3
CUST00154,43,Female,71362,North,5.5,0,297.27,Email,Savings,0,297.27,0,294,708,0
CUST00155,59,Male,79675,West,17.9,0,148.33,SMS,None,0,148.33,0,109,632,0
CUST00156,30,Female,81026,East,8.9,0,116.86,Email,Loans,0,116.86,0,244,721,0
CUST00157,68,Male,87569,North,1.6,1,155.15,App Notification,Credit Card,0,155.15,0,278,795,0
CUST00158,49,Female,49712,West,2.8,0,124.29,App Notification,None,0,124.29,0,191,703,2
CUST00159,56,Female,59421,South,1.4,0,139.79,SMS,Savings,1,239.77,0,155,695,3
CUST00160,66,Female,60162,East,0.0,0,45.49,SMS,Insurance,0,45.49,0,21,745,3
CUST00161,69,Male,51921,West,1.0,0,468.14,Email,Insurance,0,468.14,0,163,712,3
CUST00162,49,Female,34031,East,0.0,1,280.92,App Notification,Insurance,1,376.3,0,250,819,2
CUST00163,21,Male,15000,East,6.4,1,228.5,App Notification,Credit Card,0,228.5,0,47,697,2
CUST00164,47,Male,93909,East,2.8,0,598.85,Email,Savings,0,598.85,0,50,715,1
CUST00165,54,Male,38922,West,1.9,0,66.93,SMS,Savings,0,66.93,0,138,751,2
CUST00166,40,Female,101330,West,7.2,1,16.93,App Notification,None,0,16.93,1,111,626,1
CUST00167,56,Male,84788,South,8.9,0,349.9,Email,Insurance,0,349.9,0,284,735,0
CUST00168,62,Male,61886,East,18.5,1,1289.68,SMS,Credit Card,0,1289.68,0,232,678,3
CUST00169,32,Female,82328,North,5.1,0,172.76,Email,Insurance,0,172.76,0,293,684,0
CUST00170,60,Male,78502,North,3.1,0,12.12,SMS,Insurance,0,12.12,0,169,738,0
CUST00171,46,Female,47964,North,1.8,1,303.25,SMS,None,0,303.25,0,189,665,2
CUST00172,53,Male,69700,West,1.3,1,15.32,App Notification,None,0,15.32,0,51,688,3
CUST00173,30,Male,50403,South,1.2,0,155.31,Phone,None,0,155.31,0,8,692,3
CUST00174,49,Female,83082,West,2.6,0,65.02,App Notification,Loans,0,65.02,0,229,695,0
CUST00175,24,Male,55695,East,24.0,0,493.08,Email,Loans,0,493.08,0,233,665,3
CUST00176,68,Male,68067,North,0.0,1,120.05,SMS,Credit Card,0,120.05,0,19,727,3
CUST00177,39,Female,67204,West,1.1,1,457.47,App Notification,Credit Card,1,599.82,0,30,640,3
CUST00178,45,Female,72431,North,1.0,0,71.07,SMS,None,0,71.07,0,142,605,0
CUST00179,19,Female,103251,West,6.3,0,98.0,App Notification,Savings,0,98.0,1,292,685,1
CUST00180,59,Male,65180,North,2.2,0,587.94,Email,Credit Card,0,587.94,0,116,726,3
CUST00181,62,Male,94358,East,3.1,0,44.96,Email,Loans,0,44.96,0,107,728,1
CUST00182,23,Female,79599,North,0.8,0,172.79,Email,Loans,0,172.79,0,34,715,0
CUST00183,45,Female,98368,East,2.6,1,98.37,App Notification,Insurance,0,98.37,0,178,683,1
CUST00184,45,Female,63231,East,0.5,0,297.59,Phone,None,0,297.59,0,32,720,3
CUST00185,61,Female,83922,West,3.8,0,27.69,Email,Savings,0,27.69,0,298,693,0
CUST00186,61,Female,68814,West,0.5,1,114.97,App Notification,None,1,155.34,0,161,696,3
CUST00187,37,Female,15000,West,7.8,0,240.08,Phone,Loans,0,240.08,0,270,573,2
CUST00188,47,Male,48203,East,4.2,0,104.52,App Notification,Savings,0,104.52,0,114,677,2
CUST00189,28,Female,81647,South,6.4,0,12.06,App Notification,Credit Card,0,12.06,0,94,601,0
CUST00190,45,Male,80325,South,2.7,0,244.23,Email,Insurance,0,244.23,0,31,805,0
CUST00191,42,Male,44100,East,2.4,1,139.91,Phone,Loans,0,139.91,0,152,743,2
CUST00192,56,Female,74407,East,0.5,1,2.27,App Notification,Insurance,0,2.27,0,243,759,0
CUST00193,50,Female,80065,West,3.7,0,189.69,App Notification,None,0,189.69,0,265,674,0
CUST00194,18,Male,69306,West,3.6,0,504.85,App Notification,Savings,0,504.85,0,356,696,3
CUST00195,44,Male,84576,West,3.2,0,23.54,App Notification,None,0,23.54,0,326,635,0
CUST00196,69,Male,81851,South,6.7,1,178.65,Email,Insurance,0,178.65,0,24,642,0
CUST00197,30,Female,69297,South,8.9,1,260.88,App Notification,Loans,0,260.88,0,218,686,3
CUST00198,58,Female,59783,East,6.9,0,14.68,Phone,Insurance,0,14.68,0,354,672,3
CUST00199,20,Male,90850,South,0.8,0,4.58,SMS,Loans,0,4.58,0,65,722,1
CUST00200,56,Male,79263,West,4.9,0,124.8,Phone,Insurance,0,124.8,0,215,719,0
CUST00201,23,Female,42371,West,0.4,1,313.26,App Notification,None,0,313.26,0,100,680,2
CUST00202,25,Male,74417,West,5.9,1,35.04,App Notification,Insurance,0,35.04,0,306,741,0
CUST00203,44,Female,46979,West,2.4,1,362.36,Phone,Credit Card,1,403.3,0,250,642,2
CUST00204,26,Other,50708,West,0.7,0,213.76,SMS,None,0,213.76,0,276,637,3
CUST00205,54,Male,56961,North,9.9,1,80.75,Email,Insurance,0,80.75,0,315,725,3
CUST00206,50,Female,70897,East,4.8,1,145.06,SMS,Insurance,0,145.06,0,315,727,0
CUST00207,68,Male,77489,East,2.2,1,673.79,SMS,Savings,0,673.79,0,90,742,0
CUST00208,59,Male,61821,South,0.2,0,48.78,SMS,None,0,48.78,0,340,627,3
CUST00209,61,Female,62696,West,3.9,1,138.44,Phone,Savings,1,330.44,0,251,658,3
CUST00210,41,Male,59935,North,12.8,0,195.89,SMS,None,0,195.89,0,65,715,3
CUST00211,32,Other,90950,West,4.5,1,29.7,Email,Loans,0,29.7,0,236,716,1
CUST00212,49,Female,15000,West,17.8,0,8.9,App Notification,None,0,8.9,0,77,794,2
CUST00213,49,Male,63826,South,0.7,1,2.71,Phone,None,0,2.71,0,58,648,3
CUST00214,41,Male,100899,North,4.2,1,78.52,Phone,Insurance,0,78.52,0,100,806,1
CUST00215,58,Male,80344,North,8.0,0,15.36,SMS,Credit Card,0,15.36,0,300,725,0
CUST00216,69,Male,95336,East,3.7,1,325.69,App Notification,None,0,325.69,0,245,758,1
CUST00217,66,Male,29315,West,0.5,0,1184.35,App Notification,Savings,0,1184.35,0,52,730,2
CUST00218,66,Male,45155,North,4.4,0,12.65,App Notification,Credit Card,0,12.65,0,162,663,2
CUST00219,69,Male,80280,East,4.7,0,113.38,Phone,None,0,113.38,0,191,672,0
CUST00220,29,Female,101012,North,6.5,0,5.21,Email,Credit Card,0,5.21,1,122,700,1
CUST00221,56,Female,47175,West,7.2,1,28.77,App Notification,Loans,0,28.77,0,268,623,2
CUST00222,19,Female,62244,East,7.4,0,77.99,Phone,Credit Card,0,77.99,0,294,618,3
CUST00223,20,Male,78029,North,5.4,1,100.08,SMS,Loans,0,100.08,0,246,669,0
CUST00224,66,Male,40950,South,1.2,1,561.96,App Notification,Credit Card,0,561.96,0,184,735,2
CUST00225,54,Female,80433,North,2.6,1,100.78,SMS,Credit Card,0,100.78,0,346,667,0
CUST00226,66,Female,16486,West,7.5,1,137.15,App Notification,Savings,0,137.15,0,168,696,2
CUST00227,34,Male,79844,South,15.3,0,56.36,SMS,Savings,0,56.36,0,104,692,0
CUST00228,66,Female,50098,North,0.4,1,0.03,Phone,Insurance,1,108.6,0,89,750,2
CUST00229,19,Female,61048,North,3.8,0,459.19,SMS,Credit Card,0,459.19,0,12,721,3
CUST00230,19,Female,83037,East,1.9,1,17.05,Phone,Loans,0,17.05,0,89,742,0
CUST00231,45,Male,78945,West,1.3,1,666.23,SMS,Credit Card,0,666.23,0,154,758,0
CUST00232,40,Female,69840,North,3.5,1,28.05,SMS,None,0,28.05,0,36,650,3
CUST00233,54,Female,89380,North,4.7,0,185.71,SMS,Loans,0,185.71,0,16,595,0
CUST00234,49,Female,35996,North,0.0,1,1487.28,App Notification,None,1,1551.31,0,206,679,2
CUST00235,50,Female,74088,West,7.6,1,29.81,Email,Insurance,0,29.81,0,162,756,0
CUST00236,18,Female,54196,South,8.6,1,110.31,Email,None,0,110.31,0,200,734,3
CUST00237,36,Female,88360,West,16.8,0,303.21,App Notification,Insurance,0,303.21,0,205,681,0
CUST00238,19,Male,83741,East,1.0,1,6.54,SMS,Insurance,0,6.54,0,157,795,0
CUST00239,61,Female,84466,East,4.5,0,234.1,SMS,Insurance,1,274.24,0,319,738,0
CUST00240,43,Female,102907,West,2.8,1,16.76,App Notification,None,0,16.76,0,299,669,1
CUST00241,49,Female,92526,North,2.0,1,53.97,Phone,Insurance,0,53.97,0,19,758,1
CUST00242,23,Male,66851,North,4.2,0,34.89,Phone,Insurance,0,34.89,0,138,620,3
CUST00243,49,Male,69974,South,7.6,0,475.76,App Notification,Savings,0,475.76,0,56,716,3
CUST00244,21,Female,82018,West,0.1,1,39.8,Email,Credit Card,0,39.8,0,188,673,0
CUST00245,28,Female,72723,West,17.4,0,8.25,Phone,Insurance,0,8.25,0,43,696,0
CUST00246,34,Female,84103,North,8.3,0,177.16,App Notification,Loans,0,177.16,0,304,730,0
CUST00247,55,Female,25393,East,7.0,1,84.98,Phone,Loans,0,84.98,0,296,746,2
CUST00248,41,Female,107616,East,7.1,1,104.08,App Notification,Savings,0,104.08,1,290,705,1
CUST00249,22,Female,71220,South,2.5,1,25.35,Phone,None,0,25.35,0,113,688,0
CUST00250,69,Female,37550,South,7.0,0,275.85,Phone,None,0,275.85,0,129,614,2
CUST00251,51,Female,51724,East,2.4,0,184.04,App Notification,None,0,184.04,0,275,621,3
CUST00252,23,Female,27413,West,11.4,1,90.58,Email,Insurance,0,90.58,0,257,571,2
CUST00253,39,Male,48195,South,1.0,1,37.65,Email,None,1,148.14,0,88,708,2
CUST00254,28,Male,67155,North,1.7,1,180.01,Phone,None,0,180.01,0,216,746,3
CUST00255,65,Female,100294,West,4.0,1,301.55,Phone,Credit Card,0,301.55,0,359,580,1
CUST00256,33,Male,78213,North,1.9,0,74.91,Email,Insurance,0,74.91,0,340,752,0
CUST00257,50,Male,74657,South,2.8,0,5.24,App Notification,Insurance,0,5.24,0,284,769,0
CUST00258,26,Male,47297,East,3.4,1,48.25,SMS,Loans,0,48.25,0,107,709,2
CUST00259,23,Male,53510,South,9.7,1,229.39,Phone,Loans,0,229.39,0,301,777,3
CUST00260,33,Male,55061,East,3.7,1,903.73,SMS,Credit Card,0,903.73,0,24,697,3
CUST00261,46,Male,55877,West,2.3,1,2.69,Phone,Savings,0,2.69,0,232,637,3
CUST00262,20,Female,62969,South,1.4,1,73.1,Email,Insurance,0,73.1,0,44,683,3
CUST00263,37,Female,64479,South,2.6,1,12.81,App Notification,Loans,0,12.81,0,78,780,3
CUST00264,53,Male,63218,South,3.6,0,76.06,Phone,None,0,76.06,0,318,669,3
CUST00265,36,Male,56573,West,6.9,1,104.15,SMS,Insurance,0,104.15,0,143,720,3
CUST00266,43,Female,72701,North,0.6,1,507.31,Email,Insurance,0,507.31,0,215,727,0
CUST00267,20,Male,63711,North,1.3,0,16.8,Phone,Insurance,0,16.8,0,4,758,3
CUST00268,36,Female,38088,East,2.4,1,300.24,App Notification,Loans,0,300.24,0,212,606,2
CUST00269,37,Female,70687,South,2.2,0,100.68,Phone,Credit Card,1,216.67,0,287,769,0
CUST00270,49,Female,67664,North,2.5,1,333.48,App Notification,Loans,0,333.48,0,315,652,3
CUST00271,24,Male,38407,West,7.9,0,144.06,App Notification,None,0,144.06,0,199,775,2
CUST00272,69,Female,58173,South,2.0,1,8.01,Email,None,0,8.01,0,1,681,3
CUST00273,58,Male,81941,East,3.5,1,584.52,Phone,Savings,0,584.52,0,325,682,0
CUST00274,50,Female,47271,North,4.9,1,17.27,App Notification,Loans,0,17.27,0,14,738,2
CUST00275,57,Female,45156,West,1.3,1,182.1,Email,Loans,0,182.1,0,222,765,2
CUST00276,56,Male,63502,West,6.3,1,420.2,Phone,Savings,0,420.2,0,279,676,3
CUST00277,35,Male,82458,East,4.0,0,16.63,App Notification,Savings,0,16.63,0,108,685,0
CUST00278,57,Male,106206,North,3.0,0,161.44,Email,Insurance,0,161.44,0,118,669,1
CUST00279,18,Female,83178,South,8.3,1,347.78,Phone,Insurance,0,347.78,0,119,671,0
CUST00280,28,Male,91696,West,1.4,0,858.43,App Notification,None,1,1009.59,0,238,724,1
CUST00281,45,Female,76933,East,10.7,0,257.71,Email,Credit Card,0,257.71,0,354,695,0
CUST00282,42,Male,56297,West,4.1,0,65.24,Email,None,0,65.24,0,254,762,3
CUST00283,67,Female,83034,West,4.7,0,240.51,Phone,Loans,0,240.51,0,45,665,0
CUST00284,40,Female,68287,North,10.4,1,244.68,Email,Credit Card,1,350.47,0,126,737,3
CUST00285,48,Female,77540,North,8.5,1,240.77,Phone,Insurance,0,240.77,0,135,735,0
CUST00286,47,Female,51079,South,4.6,0,385.19,Phone,Savings,0,385.19,0,313,685,3
