customer_id,age,gender,income,region,tenure_years,received_campaign,spend_last_month,channel,product_category,responded,spend_this_month,is_high_value,days_since_last_purchase,credit_score,customer_segment,treatment_str,uplift_score,segment,pca_1,pca_2
CUST00026,50,Female,88460,West,1.7,0,242.62,SMS,Insurance,0,242.62,0,235,727,0,control,0.2195121951219512,Lost Causes,1.1415520027796988,-0.23104467415309643
CUST00027,29,Male,84752,South,1.2,1,136.46,Email,Credit Card,0,136.46,0,59,721,0,treatment,0.2325883575883576,Persuadables,0.8482687521652312,-0.2957316564140419
CUST00028,39,Male,55882,South,13.0,0,78.1,App Notification,Insurance,0,78.1,0,294,770,3,control,0.2121212121212121,Lost Causes,1.078619500621099,1.9629330028067806
CUST00029,61,Male,77192,East,4.2,1,106.53,App Notification,Insurance,0,106.53,0,42,741,0,treatment,0.0048784977908689,Persuadables,-0.35835426230668804,0.7219136634696502
CUST00030,42,Male,71658,North,0.6,0,451.43,SMS,Loans,0,451.43,0,248,720,0,control,0.2325883575883576,Lost Causes,1.2245718175442921,-1.0864192509533945
CUST00031,66,Male,99645,South,1.1,1,89.11,SMS,Insurance,0,89.11,0,50,701,1,treatment,0.2325883575883576,Persuadables,1.493479433445834,-0.03927988247540619
CUST00032,44,Male,49350,South,33.7,0,67.77,Email,Loans,0,67.77,0,270,677,2,control,0.1042857142857143,Lost Causes,-1.4416305892929835,4.016694572802688
CUST00033,59,Male,66954,South,1.1,1,86.71,App Notification,Credit Card,0,86.71,0,356,725,3,treatment,0.225,Persuadables,1.9735236078767593,0.03217998907387372
CUST00034,45,Female,57186,East,4.7,0,48.32,SMS,Insurance,0,48.32,0,173,716,3,control,0.1885245901639344,Lost Causes,1.196432066776337,0.40332844533062023
CUST00035,33,Female,70896,East,2.7,1,157.33,SMS,Loans,0,157.33,0,289,681,0,treatment,0.1295846394984326,Persuadables,-0.1021468152442311,-0.5078416497601682
CUST00036,32,Female,80665,East,10.8,1,31.9,Email,Insurance,0,31.9,0,162,656,0,treatment,0.1295846394984326,Persuadables,-0.8346214991003733,0.7029090219260424
CUST00037,64,Male,56963,East,7.0,0,340.14,SMS,Loans,0,340.14,0,67,697,3,control,0.1295846394984326,Lost Causes,0.6804113780714488,0.014647094199787077
CUST00038,68,Female,62717,South,4.5,0,51.13,SMS,Loans,0,51.13,0,340,757,3,control,0.0048784977908689,Lost Causes,0.21134451132935492,1.0598896983648838
CUST00039,61,Female,89320,North,0.1,1,182.29,SMS,Credit Card,1,196.72,0,323,705,0,treatment,0.2325883575883576,Sure Things,1.559665158360906,-0.44082456487492655
CUST00040,69,Female,97146,West,10.6,1,26.71,Email,Savings,1,103.75,1,326,701,1,treatment,0.0772913816689466,Sure Things,-0.3694880620529911,1.5170035465309617
CUST00041,20,Female,79870,West,2.9,0,767.51,Phone,Savings,0,767.51,0,221,721,0,control,0.1395348837209302,Lost Causes,-0.7724347327607876,-1.6237446951907897
CUST00042,54,Female,67240,South,13.4,0,121.24,Email,Loans,0,121.24,0,167,724,3,control,0.1,Lost Causes,-0.11314215951980582,1.6692178612297894
CUST00043,68,Female,65338,South,3.4,0,345.39,Phone,Credit Card,0,345.39,0,171,712,3,control,0.1035460992907801,Lost Causes,0.6814707290779126,-0.277754549218244
CUST00044,24,Male,80962,East,5.9,0,292.76,SMS,Credit Card,0,292.76,0,223,697,0,control,0.0306778822365165,Lost Causes,-1.6691870007961436,-0.2224200860852623
CUST00045,38,Female,74555,East,0.4,0,250.14,Email,Insurance,0,250.14,0,167,674,0,control,0.1295846394984326,Lost Causes,-0.01067120885130217,-1.0669542153776321
CUST00046,26,Female,37020,East,6.8,1,351.31,SMS,Savings,1,487.76,0,85,750,2,treatment,0.2014162077104642,Sure Things,1.0177689370007974,0.07395998324064347
CUST00047,56,Female,81447,North,2.1,0,21.18,Phone,Insurance,0,21.18,0,115,678,0,control,0.1295846394984326,Lost Causes,0.44305518737894545,-0.06929102247201985
CUST00048,35,Female,52788,West,2.2,1,226.95,Email,Credit Card,0,226.95,0,300,778,3,treatment,0.174757281553398,Persuadables,1.2443382793341697,0.14959198267415766
CUST00049,21,Male,41661,North,0.6,1,61.8,Email,Loans,0,61.8,0,353,707,2,treatment,0.1111111111111111,Persuadables,0.28453348559689284,-0.5099539740748975
CUST00050,42,Male,36633,South,0.8,0,308.24,App Notification,Loans,0,308.24,0,50,702,2,control,0.1333333333333333,Lost Causes,0.9203916259165672,-0.979218927087071
CUST00051,31,Female,65677,West,1.0,1,628.7,SMS,Loans,0,628.7,0,318,737,3,treatment,0.0566666666666666,Persuadables,-0.6933363081766282,-1.3245069613747251
CUST00052,67,Female,49669,South,2.0,1,463.52,Email,Loans,0,463.52,0,218,667,2,treatment,0.2241379310344827,Persuadables,1.8220143432976064,-1.3186059951882128
CUST00053,26,Female,23472,North,11.1,0,24.42,Email,Savings,0,24.42,0,259,728,2,control,0.1,Lost Causes,0.17422224834465727,1.2331960467027185
CUST00054,43,Male,62830,East,2.3,0,92.27,Email,Loans,0,92.27,0,136,705,3,control,0.1885245901639344,Lost Causes,1.0845663185544632,-0.14205868822277093
CUST00055,19,Male,60188,West,6.4,1,90.61,SMS,Savings,0,90.61,0,304,720,3,treatment,0.1794871794871795,Persuadables,0.24893122544751606,0.38189277129704896
CUST00056,37,Female,67001,West,0.4,1,26.09,SMS,Insurance,1,100.46,0,96,665,3,treatment,0.1295846394984326,Sure Things,0.2219488669596638,-0.6545181750794906
CUST00057,45,Female,57422,South,4.5,0,20.66,SMS,Insurance,0,20.66,0,169,665,3,control,0.1295846394984326,Lost Causes,0.37352059615636335,-0.0387759188634589
CUST00058,64,Female,106586,North,3.3,0,97.19,Email,Loans,0,97.19,0,313,608,1,control,0.1095238095238095,Lost Causes,-0.5250734877497079,-0.6139062516846888
CUST00059,24,Male,80346,West,19.1,0,967.46,App Notification,Loans,0,967.46,0,225,677,0,control,0.0306778822365165,Lost Causes,-3.072512075136742,-0.19848277012902585
CUST00060,61,Female,60007,East,9.4,0,168.3,SMS,Savings,0,168.3,0,341,674,3,control,0.1295846394984326,Lost Causes,0.40247353281015535,0.5201554205422955
CUST00061,25,Male,68727,West,3.0,0,194.46,SMS,Savings,0,194.46,0,346,666,3,control,0.0306778822365165,Lost Causes,-1.3479562890859458,-0.7353933425307629
CUST00062,64,Female,98292,South,7.5,1,127.36,Email,Credit Card,0,127.36,1,334,694,1,treatment,0.1295846394984326,Persuadables,0.038241494109568515,0.7149382207837206
CUST00063,52,Male,89132,South,1.1,1,217.14,Phone,Loans,1,355.59,0,284,703,0,treatment,0.2325883575883576,Sure Things,1.224646437166754,-0.47861669171192267
CUST00064,31,Male,42075,East,4.1,0,627.75,Phone,Insurance,0,627.75,0,348,724,2,control,0.225,Lost Causes,1.0813192025410325,-1.174727574383975
CUST00065,34,Female,50514,East,0.4,1,177.69,Email,Credit Card,0,177.69,0,341,728,3,treatment,0.2195121951219512,Persuadables,1.5424786742589938,-0.5148770208127295
CUST00066,53,Female,54363,North,2.1,0,13.45,Email,Insurance,0,13.45,0,187,732,3,control,0.0106060606060606,Lost Causes,0.045357927613693796,0.4122796302925479
CUST00067,67,Male,61206,North,1.3,0,135.81,Phone,Insurance,0,135.81,0,294,734,3,control,0.174757281553398,Lost Causes,1.8181658755394547,0.09701007969869285
CUST00068,57,Female,58091,East,6.3,1,985.39,SMS,Savings,0,985.39,0,321,713,3,treatment,0.1035460992907801,Persuadables,-0.13793665462948712,-1.5136814649336623
CUST00069,21,Male,70680,North,3.4,0,98.01,Phone,Insurance,0,98.01,0,282,702,0,control,0.1111111111111111,Lost Causes,-0.470591933637062,-0.15022615887852792
CUST00070,19,Male,84714,South,7.0,0,180.22,SMS,Loans,0,180.22,0,243,746,0,control,0.1395348837209302,Lost Causes,-0.5363777758009125,0.6145204587915579
CUST00071,23,Male,88053,South,3.6,1,22.55,SMS,Insurance,0,22.55,0,27,734,0,treatment,0.0766531713900134,Persuadables,-0.8339000760968144,0.4699862409910509
CUST00072,59,Male,63464,West,0.5,0,30.44,Phone,Loans,0,30.44,0,151,625,3,control,0.1295846394984326,Lost Causes,0.6378006329575346,-0.8816216874935883
CUST00073,21,Female,37306,South,6.6,1,415.38,SMS,Insurance,0,415.38,0,199,691,2,treatment,0.1111111111111111,Persuadables,-0.35411457749163894,-0.6948915045077269
CUST00074,46,Male,49191,East,9.0,0,71.43,SMS,Credit Card,0,71.43,0,278,609,2,control,0.1042857142857143,Lost Causes,-0.3148587527853288,-0.0991749372515227
CUST00075,35,Female,59604,North,11.7,0,72.9,App Notification,Savings,0,72.9,0,227,608,3,control,0.1295846394984326,Lost Causes,-0.7271420120636138,0.2018969881806184
CUST00076,43,Female,45099,East,4.2,1,97.95,Phone,Credit Card,0,97.95,0,196,674,2,treatment,0.1042857142857143,Persuadables,0.3158958612663596,-0.2270948282941176
CUST00077,61,Male,92817,North,7.0,1,679.11,Phone,Savings,0,679.11,1,221,693,1,treatment,0.1295846394984326,Persuadables,-0.3417740172702345,-0.732253148015961
CUST00078,51,Female,46409,West,7.0,0,17.63,SMS,Credit Card,0,17.63,0,357,678,2,control,0.1714285714285714,Lost Causes,1.0625273764012226,0.43782488068652536
CUST00079,27,Male,82341,East,0.8,1,341.59,SMS,Loans,0,341.59,0,228,611,0,treatment,-0.0369565217391304,Do Not Disturbs,-2.4843684939621404,-1.8470717086662323
CUST00080,53,Female,36362,West,0.9,1,83.58,Email,Insurance,0,83.58,0,67,738,2,treatment,0.0566666666666666,Persuadables,0.8648024135094032,0.051480909462121284
CUST00081,31,Male,83144,East,0.4,1,378.72,Email,Insurance,0,378.72,0,325,664,0,treatment,0.1295846394984326,Persuadables,-0.5119421277166311,-1.5003682540874
CUST00082,48,Male,67214,East,1.9,0,959.65,Email,Loans,0,959.65,0,338,724,3,control,0.225,Lost Causes,0.950102923904949,-2.048123255523475
CUST00083,65,Male,100250,West,3.2,1,85.75,Email,Loans,0,85.75,0,98,666,1,treatment,0.1666666666666666,Persuadables,0.5074625878017631,-0.0636914068985145
CUST00084,32,Male,47368,West,30.8,1,27.7,SMS,Loans,0,27.7,0,15,675,2,treatment,0.1714285714285714,Persuadables,-0.897967998971123,3.5550537731527445
CUST00085,25,Male,58717,East,2.8,1,31.18,SMS,Credit Card,0,31.18,0,114,721,3,treatment,0.1885245901639344,Persuadables,0.7869982294479981,0.07152062862058453
CUST00086,31,Female,62591,South,6.5,0,284.38,Phone,Insurance,0,284.38,0,104,682,3,control,0.1295846394984326,Lost Causes,-0.32011762948988615,-0.31856310896503715
CUST00087,40,Female,66949,East,5.9,0,31.31,Email,Loans,0,31.31,0,307,708,3,control,0.1885245901639344,Lost Causes,0.7794704069300086,0.5269667595081712
CUST00088,57,Female,63080,North,1.1,1,60.33,SMS,Insurance,0,60.33,0,193,713,3,treatment,0.1885245901639344,Persuadables,1.5963064421301436,-0.03868609162835134
CUST00089,38,Female,63466,South,0.3,0,45.73,App Notification,Loans,0,45.73,0,214,628,3,control,0.1295846394984326,Lost Causes,0.09263394048246561,-1.0874266234370613
CUST00090,33,Male,63138,North,3.9,1,87.91,App Notification,Loans,0,87.91,0,145,723,3,treatment,0.225,Persuadables,1.1691461902553721,0.17476617987294119
CUST00091,62,Male,28576,South,6.0,1,15.46,Phone,Loans,0,15.46,0,97,653,2,treatment,0.1714285714285714,Persuadables,1.6023325528205932,0.08020110066271507
CUST00092,35,Male,89866,West,31.7,1,388.62,Phone,Loans,1,547.78,0,52,644,1,treatment,0.1295846394984326,Sure Things,-2.503563447920693,2.703734921958313
CUST00093,64,Male,127222,West,2.2,0,393.43,Phone,Credit Card,0,393.43,0,58,663,1,control,-0.0277777777777777,Lost Causes,-2.055509376152261,-0.7996373127047122
CUST00094,41,Female,75965,West,11.3,0,106.52,Email,Loans,0,106.52,0,209,740,0,control,0.2121212121212121,Lost Causes,0.6704395590643196,1.4489339473931084
CUST00095,43,Female,47284,East,2.4,1,189.4,SMS,Insurance,0,189.4,0,185,619,2,treatment,0.1042857142857143,Persuadables,-0.002835779625357031,-1.2355303971782674
CUST00096,42,Male,49309,East,5.8,1,205.42,Email,Credit Card,0,205.42,0,166,732,2,treatment,0.0106060606060606,Persuadables,-0.5230425045883961,0.3605025612473605
CUST00097,62,Male,82263,East,4.6,1,276.67,App Notification,Insurance,0,276.67,0,69,716,0,treatment,0.2325883575883576,Persuadables,1.4400376515387745,0.052708508580671394
CUST00098,58,Female,77709,South,0.3,1,147.08,SMS,Loans,0,147.08,0,123,703,0,treatment,0.2325883575883576,Persuadables,1.6963114289883752,-0.41487911383169906
CUST00099,46,Female,64314,West,0.4,0,142.81,Phone,Loans,0,142.81,0,37,712,3,control,0.1885245901639344,Lost Causes,1.2513815972890467,-0.42921563667362794
CUST00100,32,Male,85068,East,0.1,1,199.56,App Notification,Insurance,0,199.56,0,235,685,0,treatment,0.1295846394984326,Persuadables,-0.24479203043566217,-0.8890815212953149
CUST00101,62,Female,28722,East,2.3,1,242.84,SMS,Savings,1,278.31,0,75,734,2,treatment,0.174757281553398,Sure Things,2.1393039610813345,-0.17866808450326097
CUST00102,18,Female,85081,East,6.8,1,85.14,App Notification,Loans,0,85.14,0,108,678,0,treatment,0.0625,Persuadables,-1.6058127045939563,0.1653226029252808
CUST00103,42,Male,74755,West,0.9,1,80.21,Phone,Loans,0,80.21,0,291,618,0,treatment,0.1295846394984326,Persuadables,-0.12682665349254274,-1.1120507429538131
CUST00104,24,Male,50081,South,4.7,0,62.87,Phone,Credit Card,1,112.42,0,295,696,2,control,0.0199999999999999,Unclassified,-0.9614809238016435,0.04385693930931345
CUST00105,26,Female,41333,South,1.7,0,159.19,SMS,Insurance,0,159.19,0,174,740,2,control,0.174757281553398,Lost Causes,1.0777899466730394,-0.2496497361949752
CUST00106,41,Female,72426,West,8.0,0,89.31,Phone,Loans,0,89.31,0,118,724,0,control,0.1,Lost Causes,-0.21226161927631862,0.904939745934512
CUST00107,18,Female,98144,East,8.0,0,155.44,Email,Insurance,0,155.44,1,144,790,1,control,0.0508182601205857,Lost Causes,-1.440475775967903,1.3279668094106998
CUST00108,61,Male,65438,West,7.5,0,104.17,App Notification,Credit Card,0,104.17,0,344,687,3,control,0.1295846394984326,Lost Causes,0.5389568336551994,0.5574291409404468
CUST00109,25,Male,52946,South,3.7,1,362.48,Email,Insurance,0,362.48,0,159,691,3,treatment,0.0306778822365165,Persuadables,-1.085622610529152,-0.8497992646060664
CUST00110,41,Female,73825,South,1.7,0,15.19,Phone,Insurance,0,15.19,0,270,688,0,control,0.1295846394984326,Lost Causes,0.26684980698263616,-0.16133186219181384
CUST00111,28,Female,106417,West,8.3,1,169.82,Email,Credit Card,0,169.82,1,241,661,1,treatment,-0.0277777777777777,Do Not Disturbs,-2.8383075537171,0.19965892095755028
CUST00112,68,Male,78625,South,1.0,0,171.43,SMS,Loans,0,171.43,0,47,676,0,control,0.0152497140678612,Lost Causes,-0.33128241633976524,-0.4675982299270665
CUST00113,34,Female,80788,East,1.7,0,96.81,Phone,Insurance,0,96.81,0,363,648,0,control,0.1295846394984326,Lost Causes,-0.34022554463708893,-0.7857301287683439
CUST00114,25,Female,94455,South,1.0,0,109.3,SMS,Savings,0,109.3,0,333,585,1,control,-0.0369565217391304,Lost Causes,-2.7425372535142887,-1.492417833876179
CUST00115,52,Female,79451,South,5.6,0,322.02,Email,Loans,0,322.02,0,102,670,0,control,0.1295846394984326,Lost Causes,-0.11167678158627521,-0.42136289407909616
CUST00116,52,Female,54380,East,5.8,1,65.89,SMS,Credit Card,0,65.89,0,273,701,3,treatment,0.1885245901639344,Persuadables,1.2709126534253181,0.41271372608350704
CUST00117,50,Female,35108,North,5.3,0,410.22,SMS,Loans,0,410.22,0,124,731,2,control,0.0106060606060606,Lost Causes,-0.1815555998987696,-0.19675318417066348
CUST00118,22,Male,51566,West,2.7,0,453.33,App Notification,Savings,0,453.33,0,184,671,3,control,0.0625,Lost Causes,-0.9635701003514344,-1.4485126794718157
CUST00119,59,Female,47905,West,0.5,1,210.32,Email,Loans,0,210.32,0,164,671,2,treatment,0.1042857142857143,Persuadables,0.8083802375166391,-0.902382222260388
CUST00120,56,Male,83186,North,12.1,0,296.44,SMS,Credit Card,0,296.44,0,170,751,0,control,0.2121212121212121,Lost Causes,0.8091823771102472,1.362658112962379
CUST00121,58,Female,85966,East,3.5,0,189.84,Email,Savings,0,189.84,0,82,633,0,control,0.1295846394984326,Lost Causes,-0.05653188611538753,-0.6921916554156929
CUST00122,45,Male,73511,East,2.6,0,149.0,App Notification,Loans,0,149.0,0,147,691,0,control,0.1295846394984326,Lost Causes,0.24077763104220085,-0.29538960409532183
CUST00123,24,Female,44626,North,4.4,0,680.31,Email,Loans,1,777.83,0,135,747,2,control,0.2014162077104642,Unclassified,0.6965786597569822,-1.068509574157765
CUST00124,26,Male,105731,South,1.1,0,66.44,Email,Loans,0,66.44,0,311,664,1,control,-0.0369565217391304,Lost Causes,-2.443502786711314,-0.5426665738458208
CUST00125,25,Male,61675,South,0.7,0,33.48,App Notification,Loans,0,33.48,0,158,623,3,control,-0.0369565217391304,Lost Causes,-1.8469863714511667,-1.094345295775048
CUST00126,29,Male,82069,East,2.6,1,67.79,Email,Loans,0,67.79,0,332,785,0,treatment,0.0766531713900134,Persuadables,-0.2469061329467986,0.7551278233013583
CUST00127,51,Male,70986,East,1.3,1,190.71,Email,Insurance,0,190.71,0,203,739,0,treatment,0.174757281553398,Persuadables,1.1965094532337734,-0.07982069704530245
CUST00128,50,Female,74173,East,1.4,0,40.96,Email,Credit Card,0,40.96,0,120,741,0,control,0.1305555555555555,Lost Causes,0.8120994390050924,0.33506542977550874
CUST00129,65,Female,81363,West,11.2,0,478.97,App Notification,Insurance,0,478.97,0,29,695,0,control,0.1666666666666666,Lost Causes,0.24442479560325053,0.32931192854859775
CUST00130,40,Female,56079,West,3.8,0,105.87,Phone,Loans,0,105.87,0,162,732,3,control,0.0106060606060606,Lost Causes,-0.5059920815061133,0.3283295800639048
CUST00131,41,Male,96108,East,3.3,1,379.37,SMS,Credit Card,0,379.37,0,162,575,1,treatment,0.1295846394984326,Persuadables,-1.1639476210677444,-1.8518016140692997
CUST00132,54,Male,38409,West,5.8,0,57.33,Phone,Credit Card,0,57.33,0,342,678,2,control,0.2222222222222222,Lost Causes,1.8126445440184513,0.14919943043897246
CUST00133,52,Male,49228,South,15.1,1,75.13,SMS,Credit Card,1,165.58,0,2,747,2,treatment,-0.0821428571428571,Sure Things,-1.499091744354076,2.2400714826564516
CUST00134,61,Male,95848,West,0.6,1,12.21,Email,Savings,0,12.21,0,47,630,1,treatment,0.1295846394984326,Persuadables,0.13340071051360064,-0.6405171232234171
CUST00135,57,Female,81800,East,9.0,0,59.62,Email,Loans,0,59.62,0,100,683,0,control,0.1295846394984326,Lost Causes,0.05390298409810477,0.8607753394981768
CUST00136,39,Male,120807,West,4.4,1,134.79,App Notification,Loans,1,226.95,0,224,715,1,treatment,0.2325883575883576,Sure Things,0.23145328510716148,0.3077134257200039
CUST00137,44,Male,71367,East,0.8,0,584.26,SMS,Credit Card,0,584.26,0,57,660,0,control,0.1295846394984326,Lost Causes,-0.15209569085400965,-1.9140222961026558
CUST00138,52,Male,104008,North,1.8,0,98.5,App Notification,Savings,0,98.5,0,122,700,1,control,0.2325883575883576,Lost Causes,0.9840422925520687,-0.07216793921188502
CUST00139,18,Male,32850,East,3.3,0,204.19,SMS,Savings,0,204.19,0,145,719,2,control,0.1395348837209302,Lost Causes,0.43529980425332443,-0.42375960232420745
CUST00140,52,Female,41729,South,5.9,0,111.62,Email,Loans,0,111.62,0,354,715,2,control,0.1333333333333333,Lost Causes,1.0182178197705947,0.43316484717191067
CUST00141,54,Female,87910,East,1.4,1,9.58,Phone,Insurance,0,9.58,0,154,679,0,treatment,0.1295846394984326,Persuadables,0.32689790050947887,-0.12209665655593323
CUST00142,64,Male,35192,South,3.8,1,140.05,SMS,Savings,0,140.05,0,138,658,2,treatment,0.1042857142857143,Persuadables,0.9599359256028064,-0.4076260732151507
CUST00143,31,Male,66052,West,5.8,0,13.64,Email,Loans,0,13.64,0,39,719,3,control,0.1885245901639344,Lost Causes,0.6373963340323198,0.5879998223394477
CUST00144,20,Male,93344,East,3.0,1,430.32,Email,Savings,0,430.32,0,265,716,1,treatment,0.0508182601205857,Persuadables,-1.6376841134823685,-0.7646728710196963
CUST00145,18,Male,80023,East,9.9,0,279.7,Email,Loans,0,279.7,0,281,714,0,control,0.1395348837209302,Lost Causes,-0.9083892144693054,0.43806789736149987
CUST00146,22,Male,70221,North,10.2,0,95.17,SMS,Credit Card,0,95.17,0,148,705,0,control,0.1111111111111111,Lost Causes,-0.8186338737938653,0.8420822933853703
CUST00147,43,Female,61017,East,3.2,0,204.45,Phone,Insurance,0,204.45,0,15,717,3,control,0.1885245901639344,Lost Causes,1.0470508574792268,-0.17294533372972218
CUST00148,31,Female,74044,West,18.0,1,23.76,Email,Savings,0,23.76,0,232,743,0,treatment,0.0822510822510822,Persuadables,-1.1112334196968763,2.5785263512623593
CUST00149,56,Female,81544,West,0.4,1,242.51,App Notification,Savings,1,225.68,0,113,715,0,treatment,0.2325883575883576,Sure Things,1.5617587284199979,-0.5130616034356127
CUST00150,44,Male,56782,South,0.0,1,346.02,Phone,Savings,0,346.02,0,347,704,3,treatment,0.1035460992907801,Persuadables,0.35086928442302207,-1.059751514773852
CUST00151,26,Male,77434,East,2.4,1,344.91,SMS,Loans,0,344.91,0,139,673,0,treatment,-0.0369565217391304,Do Not Disturbs,-2.1633571295175797,-1.0423846303185011
CUST00152,32,Female,91568,North,4.6,0,66.89,Email,Loans,0,66.89,0,144,769,1,control,0.2014162077104642,Lost Causes,0.6344184940129742,0.8842875837248048
CUST00153,32,Female,65550,East,5.0,0,61.24,Phone,Credit Card,0,61.24,0,152,643,3,control,0.1295846394984326,Lost Causes,-0.3106366197484169,-0.3609647444068447
CUST00154,43,Female,71362,North,3.2,1,147.38,Email,Savings,0,147.38,0,242,689,0,treatment,0.1295846394984326,Persuadables,0.18094928821710915,-0.25167808558669813
CUST00155,59,Male,79675,East,0.7,1,686.98,Phone,Insurance,0,686.98,0,148,674,0,treatment,0.1295846394984326,Persuadables,0.10417307244618676,-1.8831017741936917
CUST00156,30,Female,81026,East,0.9,0,506.46,Phone,Loans,0,506.46,0,264,608,0,control,0.0329331046312178,Lost Causes,-1.8660307134160297,-2.267914743610063
CUST00157,68,Male,87569,South,9.6,1,89.14,SMS,Loans,0,89.14,0,271,717,0,treatment,0.1525581395348837,Persuadables,0.5971525421187435,1.3120047127426822
CUST00158,49,Female,49712,East,10.1,0,302.67,SMS,Loans,0,302.67,0,77,689,2,control,0.0199999999999999,Lost Causes,-0.8293011050654334,0.35536383128367777
CUST00159,56,Female,59421,West,5.6,0,508.47,Phone,Loans,0,508.47,0,78,701,3,control,0.1035460992907801,Lost Causes,0.15017596337180958,-0.5900741576634458
CUST00160,66,Female,60162,North,5.5,1,60.47,Phone,Credit Card,0,60.47,0,303,691,3,treatment,0.1666666666666666,Persuadables,1.296779415853262,0.42874592295493136
CUST00161,69,Male,51921,West,4.6,1,354.74,Email,Savings,0,354.74,0,216,737,3,treatment,-0.0821428571428571,Do Not Disturbs,-0.7437638956923185,0.15273779360390652
